id,st_name,oneway,geometry,speed_lim,frc,length_m,tot_inj_sum,crash_count,pred_crash,bikeway_type,bikelane_id
29690,HIGHLAND,B,"LINESTRING (-79.92407882266968 40.463072066034286, -79.92397046081615 40.46333495701077, -79.92394173798151 40.46340736637012)",35,3,39.010115177132185,0.0,0.0,1.4070523309550447,On Street Bike Route,139.0
29712,SHERIDAN,B,"LINESTRING (-79.92231724759738 40.463238355462636, -79.92215222540743 40.46350024906702, -79.9221379026182 40.46352301184949)",25,4,35.08204215524839,0.0,0.0,0.12075254540488814,None,
29861,MOREWOOD,B,"LINESTRING (-79.94672409833024 40.45593930672902, -79.94636748979579 40.45591656586223, -79.94613769306042 40.455896905302716, -79.9459167759403 40.45568074946164, -79.94570113590731 40.455461059779935, -79.94550783426278 40.45526497323999, -79.94526813210888 40.45502377317914, -79.94521335870294 40.45496989591533)",25,4,179.386565557045,0.0,0.0,0.13143786480537292,On Street Bike Route,51.0
29862,CYPRESS,B,"LINESTRING (-79.94198457259225 40.45593867233357, -79.94181935687526 40.45569399337494, -79.94169148210196 40.4554369372761, -79.94156363174437 40.45518056613632, -79.94149345696363 40.45503979909719)",25,4,108.3078257794756,3.0,4.0,0.12606146224829515,None,
29882,OSAGE,B,"LINESTRING (-79.90309731776367 40.44870400093507, -79.90317035706201 40.44858885604406)",25,4,14.209674677403221,0.0,0.0,0.11928065098111612,None,
29883,NEGLEY,B,"LINESTRING (-79.92964626473909 40.44982707764965, -79.92949552140867 40.44958348372328, -79.92934017818061 40.449336541367614, -79.92918481401296 40.449088915455675, -79.92902855171255 40.448841303576614, -79.92887410996507 40.44859434543249, -79.928717851158 40.448346733990356, -79.92856249149575 40.44809910539898, -79.92851228192914 40.448019050070066)",25,3,222.64863540337788,18.0,23.0,0.754410247793977,Cautionary Bike Route,107.0
29890,DALLAS,B,"LINESTRING (-79.91182853905784 40.44556454706113, -79.91187294428542 40.44529599799215, -79.91191813727195 40.44502400458856, -79.91196427291827 40.44475336371635)",35,3,90.8186250180177,0.0,0.0,1.4505441476625773,On Street Bike Route,113.0
29900,WALNUT,B,"LINESTRING (-79.93475000893592 40.450877098464005, -79.93439149962555 40.45098890352622, -79.93427139792178 40.45102618173943)",25,3,43.84998563577928,0.0,0.0,0.6791739654223695,None,
29901,COPELAND,FT,"LINESTRING (-79.93541117471791 40.45214690321727, -79.9352619347033 40.45189504871173, -79.9351239600991 40.45165808308546, -79.93497070782942 40.451393261404114, -79.93487079131627 40.451221476740926, -79.93472606775963 40.4509702226576, -79.93471368224532 40.45094849016609, -79.93475000893592 40.450877098464005)",25,4,154.15789331639132,0.0,0.0,0.1295038091446434,None,
29913,MAPLE HEIGHTS,B,"LINESTRING (-79.93196965713243 40.4490881886901, -79.93156427907229 40.44843979359813, -79.93155921213136 40.448432503981294, -79.93155333043332 40.44842558107952, -79.93154667812156 40.44841907721006, -79.93153930635208 40.44841304275646, -79.93153127323501 40.44840752436727, -79.9315226379135 40.44840256416728, -79.93151346763445 40.448398199624144, -79.93150383306336 40.448394464537394, -79.93149380822678 40.448391387238196, -79.9314834693914 40.448388992411665, -79.9314728949189 40.44838729659606, -79.9314621678267 40.44838631443965, -79.93145136972055 40.44838605341079, -79.93144058315191 40.44838651375293, -79.93142988943544 40.448387693931416, -79.9314193731593 40.44838958424172, -79.93140911284449 40.448392169689065, -79.93139918804503 40.448395430754736, -79.93131401033557 40.44841998695758, -79.93130038398913 40.44842375749731, -79.9312864795082 40.44842687655693, -79.93127234839692 40.4484293323541, -79.93125804578226 40.448431115740505, -79.93124362682022 40.44843221846817, -79.93122914451375 40.44843263863591, -79.931214657729 40.44843237333106, -79.93120021840686 40.44843142427587, -79.9311858855882 40.44842979395955, -79.93117171018106 40.44842748862826, -79.93115775028065 40.44842451799612, -79.93069488672297 40.448332756015496, -79.93068044174346 40.44832882245002, -79.93066630163713 40.448324288562056, -79.93065250926615 40.448319167055935, -79.93063910643045 40.44831347425945, -79.93062613378069 40.44830722742285, -79.93061362963955 40.44830044474145, -79.93060163362458 40.44829314798936, -79.93059017943175 40.44828535815165, -79.93057930437973 40.44827709884763, -79.93056903992401 40.44826839470808, -79.93055941642852 40.44825927308692, -79.93055046425746 40.448249761338154, -79.93054221026854 40.448239887782776, -79.93047146052231 40.44810195130356)",25,4,191.482974360219,0.0,0.0,0.13237540597649153,None,
29921,WALNUT,B,"LINESTRING (-79.92926419441942 40.452602763807874, -79.92893436156541 40.4527126370611, -79.92882060670881 40.4527518501006)",25,3,41.11378147204762,0.0,0.0,0.6780829031546497,None,
29922,ELMER,FT,"LINESTRING (-79.93460828159813 40.4524661810328, -79.9345558285084 40.452483648302824, -79.93422593820648 40.452591478546466, -79.93417793194936 40.452607488692564)",25,4,39.73899085124341,0.0,0.0,0.12108341826912974,None,
29923,BELLEFONTE,TF,"LINESTRING (-79.93495625980765 40.4530554501498, -79.93480966921337 40.45280217209655, -79.9346604966863 40.45255237585264, -79.93460828159813 40.4524661810328)",25,4,71.7928416446921,0.0,0.0,0.12338555013229764,None,
29926,TELEGRAPH,B,"LINESTRING (-79.93536666659749 40.452936483308534, -79.93521983025836 40.45267566027212, -79.9350768527612 40.45242300068304, -79.93499120529073 40.45227565879152)",25,4,80.00258668915147,0.0,0.0,0.1239821882133307,None,
29934,CHAMPIONS,B,"LINESTRING (-79.9660629384586 40.44337717244593, -79.96620910870695 40.44361463342302, -79.96635837829537 40.44386439022743, -79.96641394572748 40.44394641903317, -79.96645488168357 40.44405289429512, -79.9663929298488 40.444161341946646, -79.96626010745608 40.44426442280471, -79.96598677142306 40.444422747543214, -79.96569893636673 40.444604687542984, -79.96549911297835 40.444730708068526, -79.9652484258581 40.444894774946846, -79.96516625561163 40.445019226016754, -79.96514830624338 40.4451019465474, -79.96517258938835 40.44523946108834, -79.96532861751776 40.445503504426924, -79.9655001825307 40.4457754872746, -79.96557046200287 40.44589083959451, -79.96572849314018 40.44616102309192)",25,3,375.10838827416245,0.0,0.0,0.825111925631609,None,
29936,WILLARD,B,"LINESTRING (-79.90783746259156 40.44579221308406, -79.90749688185583 40.44567844260078)",25,4,31.537862878727132,0.0,0.0,0.1205013400319479,None,
29938,ELYSIAN,B,"LINESTRING (-79.91382743677028 40.45194205184572, -79.91375730191345 40.45166054734293, -79.91369025781968 40.45139133837654, -79.91362229424168 40.45112146102978, -79.91354986307962 40.45085235552549, -79.91350053395459 40.45068715651362)",25,4,142.1048478162514,0.0,0.0,0.12858988226049908,None,
29939,BEECHWOOD,B,"LINESTRING (-79.91704210738712 40.4510594518353, -79.91724907362081 40.45084482907603, -79.91747344929666 40.45061271899593)",25,3,61.64770013696182,0.0,0.0,0.6863137838736998,Bike Lanes,90.0
29940,HOMEWOOD,B,"LINESTRING (-79.90008607704867 40.45092443958161, -79.89992104394256 40.451159530526915, -79.899750817003 40.451400895858825, -79.89958061188773 40.451642946951175, -79.89950792372672 40.45174702304884)",25,3,103.68645885478315,0.0,0.0,0.7034777059242948,On Street Bike Route,120.0
29941,THOMAS,B,"LINESTRING (-79.90237962360972 40.451696569545874, -79.90204811222364 40.45158604609773, -79.90171844294338 40.45147685942246, -79.90138877358041 40.45136767272722, -79.90105996072373 40.45125709536797, -79.90073110404465 40.45114514590758, -79.90040404572326 40.45103316207032, -79.90008607704867 40.45092443958161)",25,4,212.6372682903368,0.0,1.0,0.1340310876132868,Bike Lanes,119.0
29944,REYNOLDS,B,"LINESTRING (-79.9148634203534 40.45179909053315, -79.91479641577381 40.4515312551956, -79.91472936774869 40.45126204952682, -79.9146622981551 40.45099215506518, -79.9145854515946 40.4506695886096, -79.91462933594504 40.45060904442468)",25,4,135.31991416046426,0.0,0.0,0.12807825218382984,On Street Bike Route,114.0
29945,BATES,B,"LINESTRING (-79.95496894701608 40.437100244477755, -79.95474427565819 40.43731802201019, -79.95453181283675 40.43752458096336)",25,3,59.97176980218438,0.0,0.0,0.6856382705118687,None,
29946,SEMPLE,TF,"LINESTRING (-79.95710525309683 40.43882710346787, -79.95686067546885 40.43862858267116, -79.9566133831955 40.438429424951785, -79.95636698906314 40.43823024957569, -79.95612057512948 40.43803038761121, -79.95587328608399 40.4378312292109, -79.95562597721813 40.43763138331796, -79.95537959015154 40.43743220758808, -79.95513318087846 40.437232343513884, -79.95496894701608 40.437100244477755)",25,4,263.89113630066674,2.0,2.0,0.1381289489728498,None,
29947,OAKLAND,TF,"LINESTRING (-79.95230078134219 40.43736393211953, -79.95133789820578 40.437133146162)",25,4,85.63130310563137,0.0,0.0,0.12439291792601942,None,
29949,CABLE,B,"LINESTRING (-79.95326059704804 40.43703054663855, -79.95301863550581 40.43726924334029, -79.95294684776461 40.43732690180615)",25,4,42.36764360131207,0.0,0.0,0.12127058230796242,None,
29950,HOLLENDEN,B,"LINESTRING (-79.92773981905883 40.43739626210291, -79.92765821614147 40.43741315966285, -79.9270944570227 40.43743021827291)",25,4,55.04954200680045,0.0,0.0,0.12217762540914998,None,
29952,NEGLEY,B,"LINESTRING (-79.92807947912084 40.447332513419646, -79.92792506645166 40.44708623998148, -79.92777060940456 40.44683859337176, -79.92772038071669 40.44675785072057)",25,3,70.71823578561055,0.0,0.0,0.6899813890409509,Cautionary Bike Route,107.0
29960,LINDEN,B,"LINESTRING (-79.91178247763416 40.451080378851564, -79.91199769342877 40.45084227303311, -79.91220163021828 40.450616732121674, -79.91240554252968 40.4503905066235, -79.91260947546924 40.45016496679756, -79.9128133861972 40.44993873963987, -79.91300599410049 40.44972439421572)",25,4,182.8972852120451,0.0,1.0,0.13170927974011098,On Street Bike Route,116.0
29961,REYNOLDS,B,"LINESTRING (-79.91347940101562 40.449972267608494, -79.9131795007444 40.44981107309361, -79.91300599410049 40.44972439421572)",25,4,48.69796681536017,0.0,0.0,0.12172249899197679,On Street Bike Route,114.0
29969,KENSINGTON,B,"LINESTRING (-79.89932909619209 40.442368170507635, -79.89895678539801 40.44235724668344, -79.89859798615001 40.44234744245182, -79.89823916518785 40.442336951962204, -79.89787955680418 40.44232990724867, -79.89751996918567 40.44232354838329, -79.8971593756468 40.44231377303647, -79.89706496094608 40.44231140851393)",25,4,192.21597965672106,0.0,0.0,0.132432432516881,On Street Bike Route,100.0
29976,NORTHUMBERLAND,B,"LINESTRING (-79.92337024752592 40.441420165596845, -79.92332903203281 40.44142368565391, -79.9230101703107 40.44145439435467, -79.922618078455 40.441498835157056, -79.92226271099655 40.44153984028031, -79.92190734419755 40.44158084158759, -79.92155197584628 40.44162184362471, -79.9211965849249 40.441662156728164, -79.92093429092509 40.44169179774356)",25,4,208.88874398784492,0.0,1.0,0.13373619984608626,None,
29977,ROBERTO CLEMENTE,B,"LINESTRING (-79.95438590401417 40.440812777717944, -79.9543671063293 40.44082581241293, -79.95434792209414 40.440838600433516, -79.95432834429744 40.44085114371485, -79.9543083649261 40.440863449616685, -79.9542879758201 40.440875520997025, -79.95426716778796 40.44088736523785, -79.95424593040111 40.44089898794313, -79.95422424857652 40.44091039660731, -79.95420213512881 40.44092158648136, -79.95417955058264 40.440932576335264, -79.95415647758654 40.440943376409265, -79.9541328963439 40.44095399428772, -79.95410879065209 40.44096443928791, -79.9540841255726 40.440974724688104, -79.95405887326639 40.44098486453199, -79.95403299290312 40.440994872209934, -79.95400917603949 40.44100376488955, -79.95398477886974 40.44101257944586, -79.95395975832439 40.441021332915646, -79.95393405253947 40.44103004449565, -79.953907626635 40.441038729264555, -79.95388035926891 40.44104742647154, -79.95385214194323 40.44105617151742, -79.95382280886218 40.44106501440834, -79.9537695295855 40.441080525441315, -79.95371029812154 40.441097113885306, -79.95365184858456 40.44111302344792, -79.95350512202327 40.44115241548635, -79.95346349348237 40.44116382327916, -79.95342636316819 40.44117422189796, -79.95338478066947 40.44118620984385, -79.95334632671975 40.441197706607745, -79.9533102400381 40.441208941114326, -79.9532761331202 40.44122003426342, -79.9532556100537 40.44122696585568, -79.9532356954216 40.44123389845619, -79.95321634138227 40.441240847391214, -79.9531975141755 40.441247825916854, -79.95317917535702 40.44125484827931, -79.9531613027736 40.4412619221082, -79.95314387671677 40.441269057688906, -79.9531268737962 40.44127626087279, -79.95311025344594 40.441283553153525, -79.9530940260655 40.44129092802677, -79.9530781777499 40.441298392964775, -79.9530626957138 40.4413059536166, -79.95304756835023 40.44131361560899, -79.95303278755776 40.44132138360076, -79.95301834405667 40.44132926227336, -79.95300422974559 40.44133725628565, -79.95298636741425 40.44134782255545, -79.95296903425965 40.44135859854625, -79.9529522175847 40.44136959260811, -79.95293590699012 40.44138081124556, -79.95292008977873 40.44139226280871, -79.95290475905696 40.44140395283439, -79.95288990560384 40.441415887804574, -79.95287552255525 40.44142807415642, -79.95286159609437 40.441440522063026, -79.95284812860744 40.44145323237993, -79.95283511320085 40.44146621064388, -79.95282254530832 40.44147946144647, -79.95281042036349 40.441492989379164, -79.95279873382945 40.44150679993385, -79.95278748113996 40.441520897702, -79.95277666002663 40.4415352854296, -79.95276624915925 40.44154999595454, -79.95275626429991 40.441565006454915, -79.95274670441734 40.44158032145471, -79.95273756491589 40.4415959446451, -79.9527288459428 40.44161188052785, -79.9527205440513 40.44162813187123, -79.95271265703187 40.44164470322182, -79.95270518497294 40.44166159728065, -79.95269812451599 40.44167881951699, -79.95269147451229 40.441696370853705, -79.95268523396003 40.44171425671514, -79.9526794028889 40.441732478001704, -79.9526739802678 40.441751039237424, -79.95266896382837 40.4417699431682, -79.95266435248081 40.44178919251746, -79.95266014752126 40.441808790864044)",25,3,193.35841956817507,0.0,0.0,0.7415376146459638,On Street Bike Route,28.0
29978,BOUQUET,B,"LINESTRING (-79.9555478761062 40.44145304286967, -79.95525240270545 40.4412918707017, -79.95496142141619 40.44113061298939, -79.95467046275985 40.44097004059642, -79.95438590401417 40.440812777717944)",25,3,121.55927776791094,0.0,0.0,0.7109043890861096,Bike Lanes,15.0
29979,BOARD,B,"LINESTRING (-79.89512632059309 40.44223414619864, -79.89478954663483 40.44212575987449, -79.89445905805783 40.44201725595188, -79.89413340901858 40.44191964360772)",25,4,91.20912085097093,0.0,0.0,0.1248012757986039,None,
29981,NORTHUMBERLAND,B,"LINESTRING (-79.92445145333971 40.441292052655086, -79.92409078898258 40.441335906230584, -79.92373551282166 40.44137965821915, -79.92337024752592 40.441420165596845)",25,4,92.83932983401081,0.0,0.0,0.12492087806340474,None,
29982,UNDERCLIFF,B,"LINESTRING (-79.89932909619209 40.442368170507635, -79.89937236528226 40.442118869638584, -79.89938044194027 40.44183658720159, -79.89940083697468 40.44174353699263)",25,4,69.76198274613938,0.0,0.0,0.12323840224367937,None,
29983,GLADSTONE,B,"LINESTRING (-79.93672380995484 40.4410254675287, -79.93691740947942 40.441205089151325)",25,4,25.841034509470678,0.0,0.0,0.12009865320432668,None,
29987,REYNOLDS,B,"LINESTRING (-79.90136058529326 40.44583539479583, -79.90102095698826 40.44572296060396, -79.9006921929675 40.4456130690565, -79.90036255509551 40.44550387930207, -79.9000120451363 40.445388211519756)",25,4,124.72942204302343,0.0,0.0,0.12728372263955068,On Street Bike Route,114.0
29993,FAIR OAKS,B,"LINESTRING (-79.93353610074962 40.44424551416907, -79.93321029476488 40.44433953608672, -79.93287467586602 40.44443580179001, -79.93250614263019 40.44454229849738, -79.9323939775737 40.44457462081522)",25,4,103.568101653631,0.0,0.0,0.12571087196702352,None,
29996,TUSCARORA,B,"LINESTRING (-79.89711883609758 40.44671399437739, -79.89678740265833 40.44660482781458, -79.89645776505354 40.446495626065044, -79.89612812975156 40.44638642515214, -79.89579849428091 40.44627722151846, -79.89554518609276 40.446194745317946)",25,4,145.43499094153069,0.0,0.0,0.1288417448970271,None,
29998,FILMORE,FT,"LINESTRING (-79.95036600480348 40.44515849651076, -79.95000475493241 40.445184594927, -79.94964709659814 40.445210623849405, -79.94928943916636 40.445236651642645, -79.94895151292526 40.4452616164314, -79.9487695411315 40.44527468918556)",25,4,136.06544707277786,0.0,0.0,0.1281343707309554,None,
30001,FILMORE,FT,"LINESTRING (-79.95127271953037 40.44507944791604, -79.95093968866003 40.44511668158887, -79.9505820310465 40.4451427134044, -79.95036600480348 40.44515849651076)",25,4,77.45239608114508,0.0,0.0,0.1237965464545559,None,
30002,BELLEFIELD,TF,"LINESTRING (-79.95191134328441 40.446476588031565, -79.95179343831073 40.44622278464627, -79.95167528788689 40.44596143385688, -79.95155143715384 40.44569058109617, -79.95151754566199 40.44561571606929, -79.95139174238777 40.44534009511748, -79.95127271953037 40.44507944791604)",25,3,164.34773909921282,0.0,1.0,0.7290043587344064,On Street Bike Route,35.0
30005,LANG,B,"LINESTRING (-79.90595617641938 40.446248119760696, -79.90609217935913 40.44600532536239, -79.90623507875002 40.445753475529905, -79.90637889703132 40.445502296597965, -79.9064724537903 40.445337174461734)",25,4,110.24089120738202,0.0,0.0,0.1262047287444559,None,
30006,WILLARD,B,"LINESTRING (-79.90698559744517 40.44550882332303, -79.90665864374284 40.44539959944179, -79.9064724537903 40.445337174461734)",25,4,47.52784782571341,0.0,0.0,0.12163883844944373,None,
30010,TERRACE,B,"LINESTRING (-79.96344123792946 40.44137814043263, -79.96322346250828 40.441589803559175, -79.96300497450612 40.44180404736777, -79.96283667456477 40.44195966410914)",25,4,82.4804229218258,0.0,2.0,0.12416282956122915,None,
30011,NORTHUMBERLAND,B,"LINESTRING (-79.91990232500025 40.441814833336224, -79.91954925864492 40.441871573502056, -79.91919901663202 40.44193237829049, -79.9188487740168 40.441993182917315, -79.91854760876446 40.442043454272174)",25,4,117.72011045333323,0.0,0.0,0.12676057618263106,None,
30015,NEGLEY,B,"LINESTRING (-79.92561750825922 40.442067768402346, -79.92556739828683 40.441795501437134, -79.92553747778689 40.44164779024161)",25,4,47.133147890954874,0.0,0.0,0.12161063137544886,None,
30019,MOULTRIE,B,"LINESTRING (-79.97416866688755 40.438457372465656, -79.97410372755432 40.43872222610015, -79.9740497656131 40.43899304568996, -79.9739877066447 40.43929079502772)",25,4,93.83013191536108,0.0,0.0,0.12499362545757621,None,
30020,ORR,TF,"LINESTRING (-79.97416866688755 40.438457372465656, -79.97381067947792 40.43841758268236, -79.97373855690027 40.43841004657789, -79.97370657989583 40.4384484175475, -79.97365862361043 40.438683425160285, -79.97360557927182 40.43895491512047, -79.97355181868117 40.43923190964092, -79.97390559344794 40.43928001805965, -79.9739877066447 40.43929079502772)",25,4,167.48107476729544,0.0,0.0,0.13052160482639527,None,
30023,FORBES,B,"LINESTRING (-79.91308287764602 40.43802782663486, -79.91272265434488 40.4380290765531, -79.91236416321247 40.438028235375086, -79.91216829487824 40.438027780821734, -79.91181142362608 40.438021415990086, -79.91161181000085 40.43801622628599, -79.91147423956542 40.438012621547585)",35,3,136.52538043017915,2.0,3.0,1.4900285246828118,Bike Lanes,98.0
30024,OAKLAND,FT,"LINESTRING (-79.9540652744356 40.439221494676325, -79.9538216469269 40.43902431970413, -79.95357525889237 40.43882513929707, -79.95342410969336 40.438708577186546, -79.95341419308986 40.43862501705612)",25,4,88.09057126569564,0.0,1.0,0.12457279857323782,None,
30025,SCHENLEY,B,"LINESTRING (-79.94818521925559 40.440799092664676, -79.94792620117428 40.440625539751565, -79.94765614033567 40.440443957860936, -79.94735617965124 40.440282166601854, -79.94722150858965 40.44020235116989, -79.94707550762153 40.44007813108287, -79.9469322817629 40.43987354311386, -79.94683145400379 40.43970178642013, -79.94673791629137 40.439422800559385, -79.94662327719249 40.43915794675028, -79.94655494455742 40.439045978824325, -79.94638977481617 40.43880199264278, -79.94635297106073 40.438747774448814)",25,3,284.55790299709616,0.0,0.0,0.7823585477254692,Protected Bike Lane,23.0
30026,FORBES,B,"LINESTRING (-79.89764185861965 40.439661280552905, -79.89751632824422 40.43966910415305, -79.89729664773938 40.43968279764481, -79.89705456697372 40.43969827891147)",25,4,50.00213294355919,3.0,4.0,0.12181581137200131,On Street Bike Route,95.0
30031,GUTHRIE,B,"LINESTRING (-79.8959864404201 40.43857174612298, -79.89565668954353 40.438655438311514, -79.89544813457533 40.438708048547376)",25,4,48.119989155410046,0.0,0.0,0.12168116786498603,None,
30039,OAKLAND,FT,"LINESTRING (-79.95238458275244 40.43716600512532, -79.95204042171639 40.43708126385454, -79.95169897749581 40.43699715717154, -79.95143723950787 40.43693281221719)",25,4,84.45584647614498,0.0,0.0,0.1243070321244502,None,
30040,URIE,B,"LINESTRING (-79.95463138950588 40.43683278594671, -79.9544074812652 40.43704642859803, -79.9541733129663 40.43727605511587, -79.95412985513433 40.43732081942815)",25,4,68.91426481716825,0.0,0.0,0.12317703192923111,None,
30044,NEEB,B,"LINESTRING (-79.940774295804 40.42775359570297, -79.94043817002984 40.42783136058639, -79.94009306506938 40.427909295584406, -79.93976722061296 40.42797176056916)",25,4,88.85533318260825,0.0,0.0,0.1246287893037569,None,
30046,BEECHWOOD,B,"LINESTRING (-79.91250803508547 40.435173321220375, -79.91238403525013 40.434920279934595, -79.91225990447955 40.434663124049095, -79.91215259011898 40.43439809967169, -79.91212375400951 40.434255171220265)",25,3,107.31485827371498,0.0,1.0,0.7049791098350658,Bike Lanes,90.0
30166,MILLVALE,B,"LINESTRING (-79.94767358713518 40.454382901319825, -79.94759425948526 40.454099528364736, -79.94751722156143 40.45383121391165, -79.94743930856507 40.45356360340276, -79.94734684839008 40.45329077773191)",25,4,124.42964113214815,0.0,0.0,0.12726130408164543,On Street Bike Route,49.0
30169,LANG,B,"LINESTRING (-79.903761327207 40.44999794750452, -79.90372074079472 40.450049500278205, -79.90353235172871 40.45028434546402, -79.90334301948276 40.45051783407934, -79.90315368477653 40.4507513232973, -79.9030637705917 40.45086214395227)",25,4,112.75251409609187,0.0,0.0,0.1263911174708162,None,
30170,LANG,B,"LINESTRING (-79.903761327207 40.44999794750452, -79.90394441532806 40.449765946499085, -79.90413376526314 40.44953314201061, -79.9043239900289 40.449299635321324, -79.90435075495203 40.4492654994216)",25,4,95.48574746517417,1.0,1.0,0.12511527982380474,None,
30171,HOMEWOOD,B,"LINESTRING (-79.90131634356722 40.44918130027681, -79.90112967791465 40.44944219270352, -79.90096038074249 40.44968423009556, -79.90077822319402 40.44994572533253, -79.90070515001996 40.45004936621664)",25,3,109.46436065389314,1.0,4.0,0.7058700684776069,On Street Bike Route,120.0
30172,REYNOLDS,B,"LINESTRING (-79.911411426783 40.449175544497656, -79.911054659849 40.44906208683502, -79.91074673729321 40.44895869815801, -79.91041792084134 40.44884814737062, -79.9101581441103 40.448761019367474)",25,4,115.87100692518419,0.0,0.0,0.1266229254266663,On Street Bike Route,114.0
30185,JAPONICA,B,"LINESTRING (-79.93583104960346 40.45378989313949, -79.93552945203491 40.45393906667671, -79.93522785431112 40.45408823940096, -79.93506700368943 40.4541715957361)",25,4,77.45055172805988,0.0,0.0,0.12379641229505345,None,
30194,MEADE,B,"LINESTRING (-79.90070515001996 40.45004936621664, -79.89916575995355 40.449537077299524)",25,4,142.45429345766976,0.0,0.0,0.1286162881068737,None,
30204,BROAD,B,"LINESTRING (-79.92208539014622 40.46165050848275, -79.9217485079729 40.46154114467202, -79.92139476500614 40.461412558839505, -79.92109752621624 40.46130830855974, -79.92083205686694 40.46121375771028)",35,3,116.87058574684656,0.0,0.0,1.4729194393787821,On Street Bike Route,132.0
30210,BAYARD,B,"LINESTRING (-79.94694384745264 40.45093289528103, -79.9466021078908 40.45103480939646, -79.94626750689025 40.45113521391207, -79.9460183803083 40.45121133848672)",25,4,84.38473092522402,0.0,0.0,0.12430183790515573,On Street Bike Route,50.0
30212,BELLEFONTE,TF,"LINESTRING (-79.93460828159813 40.4524661810328, -79.9344699748699 40.452218925003734, -79.93429405993447 40.451920208884154, -79.93415052389896 40.451677856514166, -79.9340373700152 40.45148572673164, -79.93389087398224 40.45123519251323, -79.93384882809103 40.45115773005079)",25,4,158.95964785637318,0.0,0.0,0.12986971081007873,None,
30217,CRAIG,B,"LINESTRING (-79.95201777673843 40.451883876727365, -79.95219280689909 40.452153066452304, -79.95234743299014 40.45240273919078)",35,3,64.05303915553617,1.0,2.0,1.4279098936689876,None,
30219,ELLSWORTH,B,"LINESTRING (-79.93861927942667 40.452094436394304, -79.93829570610171 40.45220284435538, -79.9380103907267 40.45229954473257)",25,3,56.455099834077856,0.0,0.0,0.6842229750301939,On Street Bike Route,53.0
30220,MOORHEAD,B,"LINESTRING (-79.93918513408488 40.4530275995571, -79.9390341709793 40.452778528121875, -79.93888224417233 40.45252741627994, -79.93873224814148 40.45228038552805, -79.93861927942667 40.452094436394304)",25,4,114.21021402724413,0.0,0.0,0.12649942029192798,None,
30221,ELMER,FT,"LINESTRING (-79.93541117471791 40.45214690321727, -79.93507576459282 40.45225072158042, -79.93499120529073 40.45227565879152)",25,4,38.39164055606694,0.0,0.0,0.12098759689966947,None,
30252,WILKINS HEIGHTS,B,"LINESTRING (-79.93535920276797 40.44724245447398, -79.93536293437228 40.44723508692687, -79.93536744078197 40.44722797678902, -79.93537269166595 40.44722117057791, -79.93537865315795 40.44721471487771, -79.935385283026 40.44720865282757, -79.93539254009968 40.44720302394281, -79.93540037375205 40.447197867017, -79.93540873200267 40.447193215463905, -79.93541755927741 40.44718910096373, -79.93542679629182 40.447185549861466, -79.93543638255389 40.44718258762435, -79.93544625380298 40.44718023258369, -79.93545634336319 40.447178501315, -79.93546658317594 40.44717740411386, -79.93547690751055 40.44717695033098, -79.93582297027437 40.447212241731265, -79.93583661957707 40.44721308803534, -79.93585031152251 40.44721324887572, -79.93586398712901 40.447212723566324, -79.93587758988859 40.44721151497757, -79.93589105860866 40.44720962696953, -79.93590433583606 40.44720706963735, -79.93591736641655 40.44720385123139, -79.93593009192273 40.44719998817144, -79.93594245864138 40.447195496788126, -79.93595441406691 40.447190394290274, -79.93596590474856 40.44718470511142, -79.93597688306973 40.44717845177296, -79.93598730161798 40.44717166309866, -79.93599711527972 40.447164366067, -79.93600628150223 40.44715659391401, -79.93601476126862 40.44714837980889, -79.93602251676924 40.447139757798865, -79.93602951741161 40.44713076629907, -79.93603573024605 40.447121443769056, -79.93604113063049 40.44711183031291, -79.93604569395228 40.44710196693534, -79.9360494015202 40.447091895429416, -79.93605418073352 40.447054455266546, -79.93605816106034 40.44701696084786, -79.93606134282291 40.44697942207706, -79.93606372395742 40.44694184800162, -79.93606530481533 40.446904249425515, -79.9360660845406 40.44686663627443, -79.9360660622769 40.44682901847408, -79.93606523952505 40.44679140590554, -79.93606361427958 40.44675380941731, -79.93606118916139 40.44671623706731, -79.93605796452195 40.44667869965932, -79.93604773125473 40.44666762523553)",25,4,115.80030339901823,0.0,0.0,0.12661766509080302,None,
30253,DUNMOYLE,B,"LINESTRING (-79.93340192362227 40.44659573573392, -79.93303286879642 40.44668645612349, -79.93269057594178 40.44677117823097, -79.93234825882448 40.4468552124082, -79.93200686102796 40.44693991465372, -79.93166456556993 40.44702463281902, -79.9313231438727 40.44710864700531, -79.93119476589591 40.44713990114776)",25,4,196.77172716934334,0.0,0.0,0.13278741300964814,None,
30254,HENRY,B,"LINESTRING (-79.94992062959345 40.44629689154116, -79.94977450682491 40.44630722403448, -79.9494293468815 40.44633095398412, -79.94907165988303 40.446356295086666, -79.94891208967472 40.44636756882399)",25,4,85.9275528450876,0.0,0.0,0.12441457304182088,None,
30259,OHARA,B,"LINESTRING (-79.9572685031608 40.445052267621605, -79.95701840080756 40.445234837728016, -79.95675956445452 40.445425126014946, -79.95649980503532 40.44561474394966, -79.95637961221124 40.4457035337266)",25,4,104.4937490341859,0.0,0.0,0.1257792640142955,Bike Lanes,37.0
