id,st_name,oneway,geometry,speed_lim,frc,length_m,tot_inj_sum,crash_count,pred_crash,bikeway_type,bikelane_id
19522,YARDLEY,B,"LINESTRING (-79.92382083627355 40.45905566818515, -79.92385788483105 40.45878313404269, -79.9239030163566 40.45851044875553, -79.92391733892734 40.45842506004639, -79.92394816968908 40.45823845127594, -79.92399332257028 40.45796645106478, -79.92403184217112 40.45773823835671)",25,4,147.40326502699372,0.0,0.0,0.1289908396675811,None,
19523,ALDER,B,"LINESTRING (-79.92454669757988 40.457235263648904, -79.92421369010219 40.45716395869331, -79.92413405849335 40.45714692318019)",25,4,36.35289352768446,0.0,0.0,0.12084274867776527,On Street Bike Route,106.0
19533,OLGA,B,"LINESTRING (-79.93603773308803 40.45979251288566, -79.93603811433054 40.45979042142125, -79.93608543833876 40.45953141816372, -79.93611366630022 40.45937643175276)",25,4,46.65428102778216,0.0,0.0,0.12157641812715861,None,
19550,YEW,B,"LINESTRING (-79.94980337049027 40.45824079433384, -79.94944356837037 40.45872679014967, -79.94941475771348 40.45875273641394)",25,4,65.7824055950024,0.0,0.0,0.12295056671269379,None,
19551,CONOVER,B,"LINESTRING (-79.9119708965302 40.45260059982556, -79.91214843597085 40.4524052532594, -79.91235419511634 40.45218036548138, -79.91255903166244 40.45195480811278, -79.91267957547531 40.451846839866, -79.91273497528134 40.45172498673332)",25,4,117.45132965677263,0.0,0.0,0.12674055834206818,None,
19601,STEVENSON,TF,"LINESTRING (-79.92507309361869 40.45951331549124, -79.92473475952285 40.459611666118505, -79.92439909798964 40.45970927990961, -79.92407589786708 40.459803225164464, -79.92374400817431 40.45989954631281)",25,4,120.62530706005113,0.0,0.0,0.1269771468046005,None,
19602,COMMERCE,TF,"LINESTRING (-79.92923280093821 40.45925168427244, -79.9282876649906 40.459511131680166, -79.92795207553486 40.45961081299799, -79.92769658664763 40.459686332218006)",25,4,138.97524393532333,0.0,0.0,0.12835363542625053,None,
19605,FINLAND,B,"LINESTRING (-79.96109869479831 40.458698010849886, -79.96092994548405 40.45845754603036, -79.96082676606788 40.45832565788858)",25,4,47.361883141807624,0.0,0.0,0.12162697705221553,None,
19609,2ND,FT,"LINESTRING (-79.93787454970634 40.40016196824332, -79.93785236448466 40.40011233438522, -79.93763932810107 40.40006030434326)",35,3,24.812985409741007,0.0,0.0,1.3953635370935822,Cautionary Bike Route,68.0
19627,SANDERS,B,"LINESTRING (-79.89475608499092 40.43112598683512, -79.89426061285089 40.431336314839285)",25,4,48.09951562882672,0.0,0.0,0.12167970406246016,None,
19628,GAMMA,B,"LINESTRING (-79.89554729384565 40.432221292978895, -79.89549750731136 40.43215288586258, -79.89518552315388 40.43172072166996, -79.8951676799018 40.431696339795394, -79.89475608499092 40.43112598683512)",25,4,138.9398744240689,0.0,0.0,0.1283509679424039,None,
19633,GAMMA,B,"LINESTRING (-79.89475608499092 40.43112598683512, -79.89397619829212 40.4300469429918)",25,4,136.8948778321062,0.0,0.0,0.1281968334217392,None,
19673,SAPPHIRE,B,"LINESTRING (-79.95223318523294 40.46003100444177, -79.95280308724017 40.45933829347742)",25,4,90.85705039299037,0.0,0.0,0.12477546076064004,None,
19756,PARISH,B,"LINESTRING (-79.93904544832122 40.44686858985772, -79.93903711426437 40.446805594489454, -79.93900463892155 40.44652476006241, -79.9389751620278 40.44628093935582, -79.93896298396525 40.44615486085326, -79.93897261691191 40.446064066847086, -79.93898543345209 40.445988312811835, -79.93903364176643 40.44586795599767, -79.93912088650804 40.44567684100782)",25,4,134.62786343415655,0.0,0.0,0.12802618140153282,None,
19759,LANG,B,"LINESTRING (-79.90561328891616 40.44724300869099, -79.90570237827544 40.446966079038475, -79.90579002173845 40.44670015948623, -79.90587766453936 40.44643424075559, -79.90595617641938 40.446248119760696)",25,4,114.29229027196185,0.0,0.0,0.1265055210747308,None,
19760,EDGERTON,B,"LINESTRING (-79.90732731056208 40.446697559633556, -79.90698052798449 40.44658664915261, -79.90665085203842 40.44647679042866, -79.9063220763536 40.446366914886156, -79.90599157035604 40.44625912915994, -79.90595617641938 40.446248119760696)",25,4,126.59038924740896,0.0,0.0,0.12742297999156685,None,
19808,HIGHMONT,B,"LINESTRING (-79.92184439320721 40.45154181466489, -79.9217670790109 40.45140117056712, -79.92165139870313 40.45112944993053, -79.92161284109609 40.451020340852814, -79.92155124287787 40.45075378023274, -79.92153534118926 40.45059482255847, -79.92158700747618 40.45041331257668, -79.9216444656764 40.4502721963295, -79.92164577519159 40.45017332232611, -79.92157285020629 40.45005730797996, -79.92148401783174 40.45000543360193, -79.92139001950531 40.44996052165566, -79.92113502471317 40.44988293670569, -79.92075835475049 40.44979390840409)",25,4,246.9307160157689,1.0,1.0,0.13675924038356876,None,
19810,JUNIATA,B,"LINESTRING (-79.91273497528134 40.45172498673332, -79.91237605180612 40.451488697409275, -79.91220328238272 40.45136905469225)",25,4,59.9800447378723,0.0,0.0,0.12253209681424401,On Street Bike Route,116.0
19811,SELWYN,B,"LINESTRING (-79.91334431457982 40.45200807116177, -79.91370663980568 40.45195804233376, -79.91382743677028 40.45194205184572)",25,4,41.63717273474173,0.0,0.0,0.1212185426729281,On Street Bike Route,116.0
19812,ELYSIAN,B,"LINESTRING (-79.91427044781804 40.45376247003978, -79.91420328958007 40.45348983306933, -79.91413801607332 40.453219906577125, -79.91407096893947 40.452950698804955, -79.91400569645491 40.45268077131236, -79.9139404245215 40.45241084467057, -79.91387515190301 40.45214091710094, -79.91382743677028 40.45194205184572)",25,4,205.62920986300918,0.0,0.0,0.13348030722370988,None,
19815,WALNUT,B,"LINESTRING (-79.93262383848916 40.451539887228506, -79.93228415998497 40.45165064174365, -79.93218291375702 40.45168756352197)",25,3,40.85031835731933,0.0,0.0,0.6779779397088871,None,
19816,URN,B,"LINESTRING (-79.93335032208707 40.452885350790105, -79.9332098467005 40.45262646545642, -79.933079339712 40.452370134799516, -79.93294086230853 40.45211738772055, -79.93280146572329 40.451863972288464, -79.93266209120692 40.451611242736305, -79.93262383848916 40.451539887228506)",25,4,161.639497858296,0.0,0.0,0.130074369132677,None,
19817,SELWYN,B,"LINESTRING (-79.91382743677028 40.45194205184572, -79.91418796635796 40.45189205511227, -79.91433110431284 40.451872213501055)",25,4,43.42759394167404,0.0,0.0,0.12134613419363531,On Street Bike Route,116.0
19825,SCHOYER,B,"LINESTRING (-79.89718025778564 40.42117818248215, -79.89712015639863 40.421208816983665, -79.89710688813896 40.421215241655446, -79.89706890046983 40.421235168343024, -79.89643011101104 40.42156830015545, -79.89640007086263 40.42158395933734, -79.89555806488212 40.42202314299337)",25,4,166.62131464630968,0.0,0.0,0.1304556845398431,None,
19826,NEVADA,B,"LINESTRING (-79.89721469321243 40.42121598382132, -79.89718025778564 40.42117818248215)",25,4,5.115242448058792,0.0,0.0,0.11864494717724097,None,
19827,MCCLURE,TF,"LINESTRING (-79.89512915977365 40.42113253965659, -79.89498916328922 40.42119280106779, -79.89457826735418 40.42136859025589)",25,4,53.60470405784955,0.0,0.0,0.12207394527228914,On Street Bike Route,82.0
19828,AURELIUS,B,"LINESTRING (-79.89530779193863 40.421496474720584, -79.8952770387451 40.42143320661421, -79.89512915977365 40.42113253965659)",25,4,43.166913795196024,0.0,0.0,0.12132754888747221,On Street Bike Route,84.0
19829,AURELIUS,B,"LINESTRING (-79.8958764970643 40.42333727859587, -79.89585201076821 40.423216917784956, -79.89584664973002 40.42318955926475, -79.89579837873741 40.4229426456187, -79.89578746043813 40.422881755045864)",25,4,51.1500129760356,0.0,0.0,0.12189800075317553,None,
19832,HARRISON,B,"LINESTRING (-79.89599559964256 40.422789336625044, -79.89578746043813 40.422881755045864)",25,4,20.430651616083463,0.0,0.0,0.11971746006266942,None,
19833,OAK GROVE,B,"LINESTRING (-79.89630736028901 40.42313089012693, -79.89628316975484 40.423104567886796, -79.89609781247223 40.422896583890875, -79.89606617888867 40.42286216153984, -79.89599559964256 40.422789336625044)",25,4,46.25422107059916,0.0,1.0,0.12154784271762883,None,
19836,MONROE,B,"LINESTRING (-79.89264807868234 40.42321597606379, -79.89248299525407 40.42283831936885)",25,4,44.21899567461444,0.0,0.0,0.12140257497286455,None,
19839,SCHOYER,B,"LINESTRING (-79.8947457216653 40.422576406232764, -79.89464620661464 40.42261051689466, -79.89434059205027 40.422716411829924, -79.89403022542226 40.42281415670233, -79.89399639733129 40.42282370836513, -79.89273962430558 40.42318544722967, -79.89264807868234 40.42321597606379)",25,4,191.74701631908403,0.0,0.0,0.132395945152642,On Street Bike Route,84.0
19847,SCHOYER,B,"LINESTRING (-79.89565925059014 40.422265111134465, -79.89495182139804 40.422504621127345, -79.8947457216653 40.422576406232764)",25,4,84.89394583359129,0.0,0.0,0.12433903531603868,On Street Bike Route,84.0
19848,AURELIUS,B,"LINESTRING (-79.89570621076825 40.42244729384599, -79.89565925059014 40.422265111134465)",25,4,20.62107554778847,0.0,1.0,0.11973085597810508,None,
19851,HARRISON,B,"LINESTRING (-79.897789090534 40.42185126050434, -79.89772815667311 40.421883970147945, -79.89770783812331 40.421894645573275, -79.89686331716572 40.42233937537787, -79.8968341744951 40.42235501979007, -79.89607884593738 40.422752093840934, -79.89599559964256 40.422789336625044)",25,4,184.47875566470373,0.0,0.0,0.1318317267922179,None,
19852,NEVADA,B,"LINESTRING (-79.89791663341101 40.42199235793545, -79.89782727015496 40.42189379813206, -79.897789090534 40.42185126050434)",25,4,19.045219327190154,0.0,0.0,0.11962004298000053,None,
19877,DARGAN,B,"LINESTRING (-79.95383291659122 40.46200341061302, -79.95401687417822 40.461774744783966, -79.95420514193083 40.4615405029676, -79.9543934320672 40.461306949544905, -79.95445451090599 40.46122340875919)",25,4,101.41585903521579,0.0,0.0,0.12555199586929908,None,
19887,MATHILDA,B,"LINESTRING (-79.94810655476034 40.4586644720811, -79.94814095445618 40.45860398023736)",25,4,7.324258781415451,0.0,0.0,0.11879904593440228,None,
19888,YEW,B,"LINESTRING (-79.94914105853431 40.459068224027206, -79.94883433958205 40.458922350800265, -79.94852944179816 40.45877712950174, -79.94822274791154 40.45863194247836, -79.94814095445618 40.45860398023736)",25,4,99.33823401930387,0.0,0.0,0.1253988184304011,None,
19889,ELLSWORTH,B,"LINESTRING (-79.9243959730877 40.459027001128405, -79.92402828561391 40.45905108025091, -79.92382083627355 40.45905566818515)",25,4,48.909153932573076,0.0,0.0,0.12173760446419198,None,
19892,ELLSWORTH,B,"LINESTRING (-79.92570808050179 40.458749010140764, -79.92537274747293 40.45882877289782, -79.92510893193612 40.45889689032113, -79.92475977014678 40.45896592732843, -79.9243959730877 40.459027001128405)",25,3,115.60691239370018,0.0,0.0,0.7084223386463951,None,
19893,MATHILDA,B,"LINESTRING (-79.94814095445618 40.45860398023736, -79.94823590666005 40.45845664447365)",25,4,18.237312785525273,0.0,0.0,0.11956327138722621,None,
19895,ORWELL,B,"LINESTRING (-79.95237952856807 40.46159259182471, -79.95251890081822 40.461423682802845, -79.95271081150885 40.46119074879332, -79.95290094574926 40.46095853384251, -79.95309195445881 40.46072561632004, -79.95326225891873 40.46051917762197)",25,4,140.7727923408361,0.0,0.0,0.12848927525084544,None,
19896,MINERVA,B,"LINESTRING (-79.95372520271626 40.46074237777243, -79.95326225891873 40.46051917762197)",25,4,46.43805646081658,0.0,0.0,0.12156097284415354,None,
19923,ELLSWORTH,B,"LINESTRING (-79.92736394741593 40.4583464581786, -79.92700128426277 40.4584425280952, -79.92684339924519 40.45847913870243)",25,3,46.558171891196736,0.0,0.0,0.6802555842207022,None,
19940,PEARL,FT,"LINESTRING (-79.9512958043716 40.46032048382486, -79.95132421162803 40.46028632306489, -79.95151432687659 40.460053424302586, -79.95170351911847 40.459819857215855, -79.95172770420255 40.45978987882927)",25,4,69.3867820929561,0.0,0.0,0.12321123592120359,None,
19941,MINERVA,B,"LINESTRING (-79.95223318523294 40.46003100444177, -79.95172770420255 40.45978987882927)",25,4,50.55284041191009,0.0,0.0,0.12185523567051697,None,
19947,NEGLEY,B,"LINESTRING (-79.93414743157825 40.457641487209685, -79.93414862416034 40.45761880713373, -79.93414898354372 40.457596109469804, -79.93414851037069 40.45757341402471, -79.934147205167 40.45755073700393, -79.93414506733787 40.45752809643605, -79.93414209985377 40.457505511182866, -79.93413830444804 40.45748299832797, -79.93413368524065 40.45746057581064, -79.93412824396488 40.45743826071446, -79.9341219859193 40.45741607095633, -79.93411491637309 40.45739402355294, -79.9341070418034 40.457372136398995, -79.93405726679258 40.45726188910904)",25,3,43.20059644640815,0.0,0.0,0.6789148625016463,Bike Lanes,128.0
19951,ASPEN,TF,"LINESTRING (-79.94318283218526 40.45788402033758, -79.94334423864235 40.45770728308546, -79.94355687062072 40.45747534423715, -79.94376254048014 40.45725039986953, -79.94394911889745 40.45704641390471)",25,4,113.48185460979796,0.0,0.0,0.12644529373222727,None,
19952,CYPRESS,B,"LINESTRING (-79.9448846130343 40.4575428105743, -79.94458833048925 40.45738574575296, -79.9442929709382 40.45722934913001, -79.94399848734507 40.457072247788965, -79.94394911889745 40.45704641390471)",25,4,96.62633908920067,0.0,1.0,0.1251991591912111,None,
19961,LIMA,B,"LINESTRING (-79.94929682520191 40.45957324144317, -79.94898729849155 40.459423988813946, -79.94869149017666 40.45928202728138, -79.9486098621658 40.45924254823807)",25,4,68.88003249708026,0.0,0.0,0.12317455433158264,None,
19987,HARRY,B,"LINESTRING (-79.9569484283233 40.45721219497835, -79.95666138998794 40.45739340888924, -79.95655267140918 40.45744902733357)",25,4,42.68920742121186,0.0,0.0,0.1212934979880164,None,
19989,ALDER,B,"LINESTRING (-79.92689591818767 40.45718280777033, -79.92653605057109 40.457170363932086, -79.92634529390064 40.4571629715622)",25,4,46.76141922027631,0.0,0.0,0.12158407191479076,On Street Bike Route,123.0
19991,GREENBRIAR,B,"LINESTRING (-79.92570808050179 40.458749010140764, -79.92569543088494 40.458719044264605, -79.92570306382089 40.45848207399057, -79.92571758476434 40.458207904639366, -79.92573210558977 40.45793373527302, -79.92574662629713 40.457659565891724, -79.92576024879341 40.45738541430132, -79.92577596442172 40.457148291816246)",25,4,178.07336381396038,0.0,0.0,0.1313364845265929,None,
19992,ALDER,B,"LINESTRING (-79.92634529390064 40.4571629715622, -79.92599270000888 40.457153135801256, -79.92577596442172 40.457148291816246)",25,4,48.323921687717636,0.0,0.0,0.12169574945825982,On Street Bike Route,123.0
19998,PIERCE,FT,"LINESTRING (-79.93123610692642 40.45686553173821, -79.93114243653964 40.45691466474298, -79.9308430550874 40.45702190993411, -79.93051789222847 40.45713787724611, -79.93019185348777 40.45725454659566, -79.92993154163753 40.45734732244162)",25,4,123.04133666384894,0.0,0.0,0.12715753378824352,None,
20000,BLESSING,B,"LINESTRING (-79.95591611275705 40.456176121565676, -79.9559216786303 40.456291342431264, -79.95597450786101 40.456422820078934, -79.95609442215378 40.45668207362098, -79.95614132414245 40.45676973178263, -79.95628791367768 40.45702023847687, -79.95644162184377 40.457268548828004, -79.95655267140918 40.45744902733357)",25,4,152.2517896940849,0.0,0.0,0.12935884688604826,None,
20001,HARRIET,B,"LINESTRING (-79.93611366630022 40.45937643175276, -79.93575558917492 40.45933652427095, -79.93548940457907 40.459331260471835)",25,4,53.283439257143996,0.0,0.0,0.12205090358842673,None,
20002,YEW,B,"LINESTRING (-79.94955000388184 40.45926226274379, -79.94923326943325 40.45911246327819, -79.94914105853431 40.459068224027206)",25,4,40.83794784303871,0.0,0.0,0.12116163049997176,None,
20021,WALNUT,B,"LINESTRING (-79.92710906065417 40.453429371243644, -79.92679162464522 40.45356165772372, -79.92647315766958 40.4536898439913, -79.92612271179961 40.45382961561435, -79.92583514380965 40.453940743411586)",25,3,122.09160402478729,0.0,1.0,0.7111267846317441,None,
20022,COLLEGE,B,"LINESTRING (-79.92750934040133 40.45410965952077, -79.92736288621083 40.453859802260034, -79.92721908305795 40.4536085228771, -79.92710906065417 40.453429371243644)",25,4,82.83406589088052,0.0,1.0,0.12418863259854954,None,
20028,AIKEN,B,"LINESTRING (-79.9367272581704 40.452745313601824, -79.93658335576393 40.452491986811644, -79.93644129504689 40.452239998826364, -79.9362947661823 40.451988780750874, -79.93623195941915 40.451880822162)",35,3,104.79966231352506,4.0,6.0,1.462509473049294,On Street Bike Route,52.0
20040,MARIPOE,B,"LINESTRING (-79.9501697580085 40.45531224578338, -79.9498273420018 40.45528375289728, -79.94946981660536 40.45526035263428, -79.94911408648295 40.455236918014236, -79.94875296805375 40.45521358390461, -79.94842065692885 40.455191760135946, -79.94830722957819 40.45518567906513)",25,4,158.63454542022978,0.0,0.0,0.129844904869675,None,
20042,WEBSTER,B,"LINESTRING (-79.9596692638418 40.45635598689128, -79.95956447292313 40.456416718456566, -79.95932434581516 40.456548303728816, -79.95926675565201 40.45657342971478, -79.95894261055467 40.456691518780715, -79.95861464603165 40.456802814388745, -79.95850629017714 40.45684195364374, -79.95839730524524 40.45686188482208, -79.95828492835317 40.45686059862473, -79.95824882440729 40.45685579759944, -79.95814019802881 40.45683178641639, -79.9580720764116 40.456809749017026, -79.95801082519323 40.45677796808918, -79.95775023846734 40.456586617112464, -79.95760775274873 40.45648911534583, -79.95732949823265 40.45633448509149, -79.95710847608977 40.45622612531093, -79.95707569435476 40.4562130220654, -79.95700582241187 40.45619239039623, -79.95693276216227 40.45618417494479, -79.95689501958542 40.45618420911276, -79.95681969153343 40.4561890787329, -79.95661252232168 40.45622941720012, -79.95654817341833 40.45624025608497)",25,4,304.68814516350676,2.0,1.0,0.14148012992045939,None,
20045,MARIPOE,B,"LINESTRING (-79.94830722957819 40.45518567906513, -79.94795787626045 40.45516486455505, -79.94770937830906 40.45515036888898)",25,4,50.86852218882677,0.0,0.0,0.12187784059517962,None,
20051,EMERSON,TF,"LINESTRING (-79.92325388712636 40.45914321162481, -79.92327992805353 40.458975226492484, -79.92332508418052 40.458703228378226, -79.92337113802198 40.458431211545644, -79.9234162712797 40.45815852643151, -79.92346214757036 40.45788102303428, -79.92346446806272 40.45786706475311)",25,4,142.8433609580869,0.0,0.0,0.12864569435705014,None,
20052,ALDER,B,"LINESTRING (-79.92413405849335 40.45714692318019, -79.9237856942187 40.45707315914045, -79.92364362831852 40.457042881003595)",25,4,43.177823014846794,0.0,0.0,0.12132832660803246,On Street Bike Route,106.0
20067,BIGELOW,TF,"LINESTRING (-79.9605438607076 40.45797479632436, -79.96024321962707 40.45809724284881, -79.95993507765634 40.4582376808522, -79.95962224265803 40.458372029574164, -79.95933852664213 40.458490034070536, -79.95899414237503 40.45862155175362, -79.95875530766426 40.45871054948462, -79.95853095549117 40.45877524479176, -79.95840649700843 40.458789293414746, -79.95819399778465 40.458804336467814, -79.95803592639449 40.45880735608773, -79.95790432669064 40.45879914504375)",35,3,246.12218491702262,3.0,2.0,1.5891391614138353,None,
20068,BIGELOW,TF,"LINESTRING (-79.95732345866477 40.4587035789316, -79.95670428719218 40.45851220797843, -79.95637656005759 40.458411375435325, -79.95612068525577 40.458309171546304, -79.95599443249965 40.45824087664906, -79.95590109466765 40.45818979963026, -79.95581431492465 40.458119377416295, -79.95573786410486 40.45803502884251, -79.95558404457688 40.45778328653042, -79.95543478411061 40.45753351731773, -79.95512850124273 40.457017446891996, -79.95508565939146 40.45685236885104)",35,3,299.0800889675528,0.0,2.0,1.6393660554212244,None,
20069,KINGLAKE,B,"LINESTRING (-79.931952933098 40.41310777080076, -79.93196167822325 40.41309515923636, -79.93197111881616 40.41308284263053, -79.93198123558055 40.41307084386924, -79.9319920115759 40.41305918579405, -79.93200342744798 40.41304788949026, -79.9320154614285 40.41303697428705, -79.93202809295627 40.413026460391805, -79.93265085067186 40.412757271163876, -79.93343541648419 40.41249193598107)",25,4,144.6546945559706,0.0,0.0,0.12878268594780784,None,
20070,LEROI,B,"LINESTRING (-79.90378988709313 40.44812482500213, -79.90380033745382 40.448124875284165, -79.9038107540091 40.4481242361409, -79.90382106030097 40.448122913501344, -79.90383117883664 40.44812091781827, -79.9038410345954 40.448118263101875, -79.9038505539363 40.44811496964241, -79.9038596668688 40.44811106126574, -79.9038683047821 40.44810656807796, -79.90387640265858 40.44810152191991, -79.90388390278139 40.44809596170323, -79.90389074752007 40.4480899290405, -79.90389688522288 40.44808346813552, -79.90390227139527 40.44807662576109, -79.90390686648666 40.44806945580493, -79.90391063557426 40.44806200936579, -79.90428652691216 40.44742003424531, -79.90429245649499 40.44741300425257, -79.90429759770416 40.44740562050554, -79.90430191208195 40.447397934169, -79.90430537186344 40.447389998911014, -79.90430795172672 40.44738187105667, -79.90430963342094 40.44737360679918, -79.90431040464486 40.44736526402265, -79.90431026137563 40.44735690135757, -79.90430920427532 40.44734857644635, -79.90430723995583 40.44734034862212, -79.90430438322095 40.44733227526355, -79.90430065353078 40.44732441186084, -79.9042960762664 40.44731681469471, -79.9042906849144 40.44730953539029, -79.90428451652559 40.447302626407335, -79.90427761269191 40.44729613471577)",25,4,106.26205983857731,0.0,0.0,0.12591002023812808,None,
20082,EDMOND,FT,"LINESTRING (-79.94980829931768 40.45894294764876, -79.94999668573364 40.4587121445325, -79.95018588064713 40.45847857985158, -79.95036040919956 40.4582638274998, -79.95041484251273 40.45819689216111)",25,4,97.52870177067717,0.0,0.0,0.12526555898890454,None,
20083,CEDARVILLE,TF,"LINESTRING (-79.95020003788993 40.46006952402699, -79.95039361352529 40.45983244254436, -79.95058372955837 40.45959954621645, -79.95077384545729 40.4593666495439, -79.95096395883539 40.45913375167129, -79.95115496906604 40.45890083727397, -79.95136147373739 40.458647032777215)",25,4,186.1774829487322,0.0,0.0,0.13196337939313166,None,
20084,ELLSWORTH,B,"LINESTRING (-79.92267537109555 40.45923440193398, -79.92258344943785 40.45923354780406, -79.92220717921954 40.459200396010345, -79.92199882309514 40.45916911566359)",25,4,57.94001678634004,0.0,0.0,0.1223853073800161,None,
20091,MANSION,B,"LINESTRING (-79.89703229633629 40.41892730279283, -79.89675282000222 40.41880962242279, -79.89671459632247 40.41879385695132, -79.896452803851 40.41875204264234, -79.89618150770596 40.41872207490722, -79.89614636978095 40.41871860807682, -79.89587511868649 40.418690010795125, -79.89583117919568 40.41869219988567, -79.89527331612665 40.41874512092064, -79.89511738088366 40.418760188536794)",25,4,167.77895257684344,0.0,0.0,0.1305444517454182,None,
20151,BIGELOW,B,"LINESTRING (-79.95440675873438 40.45220147527285, -79.95451154888062 40.451943426016825, -79.95461892143288 40.451681895979554, -79.95472537148477 40.451419696050884, -79.9548309227068 40.45115751404402, -79.95490405139817 40.45097557896838)",25,3,142.52834525571126,0.0,0.0,0.7197176702117278,None,
20156,WALNUT,B,"LINESTRING (-79.9334084968489 40.45129578952459, -79.9331069025527 40.45138935300043, -79.93299391717305 40.45142443697205)",25,3,37.962733320977165,0.0,0.0,0.6768285930351462,None,
20164,CAMP,B,"LINESTRING (-79.95939766316324 40.4509954813213, -79.95924718221714 40.45125715376016, -79.95911032837283 40.4514959122864)",25,4,60.686088842007514,0.0,0.0,0.12258294094925587,None,
20165,CHEROKEE,TF,"LINESTRING (-79.96010953484844 40.45123650425706, -79.95991015379296 40.45116896939933, -79.95960302229274 40.451065005913286, -79.95939766316324 40.4509954813213)",25,4,66.05922172025464,0.0,0.0,0.12297056654335906,None,
20167,ELLSWORTH,B,"LINESTRING (-79.94094832507886 40.45131579842428, -79.94061470258303 40.451418912768005, -79.94028581311596 40.45152948656637, -79.93995784412422 40.451640730224725, -79.93990451847142 40.4516589029531)",25,3,96.4140101711785,0.0,0.0,0.7004780426441638,On Street Bike Route,53.0
20168,AMBERSON,B,"LINESTRING (-79.94148208268659 40.452228279200696, -79.94134408676048 40.45199132189058, -79.941197563674 40.45174079693222, -79.94105014360673 40.451490287901265, -79.94094832507886 40.45131579842428)",25,4,110.99211578941404,0.0,0.0,0.12626044864732155,None,
20174,MURTLAND,B,"LINESTRING (-79.90488265797273 40.451964325011005, -79.90470973181257 40.45220506087677, -79.90454968365079 40.45242702222465)",25,4,58.63726392170125,0.0,0.0,0.12243545774132131,None,
20176,DEVONSHIRE,B,"LINESTRING (-79.94542739841171 40.45138594388841, -79.94531296738619 40.45112794876862, -79.94519847025383 40.450867895420394, -79.94509021439191 40.45060635141025, -79.94502322728235 40.450453170455944)",25,4,109.11984819159684,0.0,2.0,0.1261216243565263,None,
20180,FRED,B,"LINESTRING (-79.92980619636263 40.45099447104367, -79.92965888676322 40.45074600646861, -79.9296123780752 40.45066931407606)",25,4,39.6778621831336,0.0,0.0,0.12107906925433397,None,
20203,SENECA,B,"LINESTRING (-79.97595391884536 40.43726149327866, -79.97597460769099 40.43698994148454, -79.97598452417394 40.436865442410664)",25,4,44.05981554084865,0.0,0.0,0.12139122053776923,None,
20210,HOWE,TF,"LINESTRING (-79.93171384652267 40.4507985325795, -79.93137594301925 40.45090856632226, -79.93104417053085 40.451013677265585, -79.93091697022065 40.45105383263806)",25,4,73.31062707298457,0.0,0.0,0.12349563748566537,On Street Bike Route,109.0
20213,NEGLEY,B,"LINESTRING (-79.9304651365486 40.451197588593686, -79.93031788942864 40.450951183001415, -79.93016963562899 40.45070136304117, -79.93006228207608 40.45052147817097)",25,3,82.49751108869539,0.0,0.0,0.6947735217353185,Cautionary Bike Route,107.0
20217,MELWOOD,FT,"LINESTRING (-79.94977401477459 40.45009443935709, -79.94989551218549 40.450348176237476, -79.95003140017877 40.450602327330046, -79.95016551545679 40.450857196675045, -79.95030050740134 40.45111136272336, -79.95042973170479 40.451353969517996, -79.95057051793202 40.451620381224814, -79.95070728668946 40.45187382833496, -79.9508479619928 40.45213680953569, -79.95086189488593 40.45223333502164)",25,4,255.2313821050083,0.0,1.0,0.13742788943233167,None,
20218,MARYLAND,B,"LINESTRING (-79.92790526560786 40.45120398029944, -79.92775204276455 40.450939150828994, -79.92760822221018 40.45068718486416, -79.92750828116641 40.450514020840735)",25,4,83.69825745052052,0.0,0.0,0.12425170962511259,None,
20219,PEMBROKE,B,"LINESTRING (-79.93789383500103 40.450313081215114, -79.93756584569981 40.45042363117445, -79.93723697839262 40.450534884154465, -79.93690811115009 40.45064613527423, -79.93679440768912 40.450686727368186)",25,4,102.08927336774971,0.0,0.0,0.12560168495205945,None,
20220,VONLENT,B,"LINESTRING (-79.93789383500103 40.450313081215114, -79.93804507765962 40.45057107181316, -79.9381800546518 40.4507984814017, -79.93834076951026 40.451071394358834, -79.93838071281924 40.45113928469447)",25,4,100.6224467323616,0.0,0.0,0.1254934777445043,None,
20222,AMBERSON,B,"LINESTRING (-79.93971818385012 40.44921314723057, -79.93956884516898 40.44895855401397, -79.9394205392548 40.44870806069723, -79.93933217071418 40.44856008602593)",25,4,79.5768632789206,0.0,0.0,0.12395117822590135,On Street Bike Route,47.0
20223,BEECHWOOD,B,"LINESTRING (-79.91826952527641 40.449800126298605, -79.91848530955617 40.44958053052559, -79.91871351150395 40.449355897929856, -79.91890302346447 40.44910178425044, -79.91895186817679 40.44891621154045)",25,3,115.57193054839472,0.0,0.0,0.7084077773655814,Bike Lanes,90.0
20224,BEECHWOOD,B,"LINESTRING (-79.91895186817679 40.44891621154045, -79.91927827974742 40.44897941814305, -79.91962462350493 40.449047739488776)",25,4,58.91630117084959,0.0,0.0,0.12245553359736788,None,
