route_id,direction_id,stop_id,headway_mean
16,1,1525,1155.0
16,1,1526,1155.0
16,1,1528,1116.7777777777778
16,1,1529,1116.3333333333333
16,1,1530,1115.7777777777778
16,1,1532,1114.6666666666667
16,1,1534,1113.3333333333333
16,1,1535,1112.5555555555557
16,1,1536,1111.4444444444443
16,1,1537,1110.5555555555557
16,1,1539,1109.4444444444443
16,1,1540,1108.6666666666667
16,1,1543,1106.6666666666667
16,1,1546,1103.7777777777778
16,1,1547,1102.4444444444443
16,1,1549,1100.0
16,1,1550,1100.0
16,1,1551,1100.0
16,1,1553,1033.3333333333333
16,1,1554,1033.3333333333333
16,1,1556,1033.3333333333333
16,1,1557,1033.3333333333333
16,1,15881,1033.3333333333333
16,1,16261,1156.75
16,1,16695,1160.875
16,1,17552,1100.0
16,1,18305,1162.5
16,1,18307,1155.0
16,1,18308,1108.111111111111
16,1,18312,1033.3333333333333
16,1,19746,1161.75
16,1,19912,1162.5
16,1,20182,1033.3333333333333
16,1,21329,1033.3333333333333
16,1,21330,1033.3333333333333
16,1,587,1033.3333333333333
16,1,588,1033.3333333333333
17,0,1418,1800.0
17,0,1587,1812.0
17,0,1589,1808.4
17,0,1590,1806.8
17,0,1602,1800.0
17,0,16086,1800.0
17,0,1615,1800.0
17,0,1616,1800.0
17,0,1618,1800.0
17,0,1619,1800.0
17,0,1620,1800.0
17,0,1727,1800.0
17,0,1728,1800.0
17,0,1729,1800.0
17,0,1730,1800.0
17,0,1731,1800.0
17,0,18636,1807.8
17,0,1866,1800.0
17,0,1867,1800.0
17,0,1868,1800.0
17,0,1869,1800.0
17,0,1870,1800.0
17,0,1871,1800.0
17,0,1872,1800.0
17,0,1873,1800.0
17,0,1875,1800.0
17,0,1876,1800.0
17,0,1913,1800.0
17,0,1914,1800.0
17,0,1915,1800.0
17,0,19329,1802.2
17,0,19353,1804.2
17,0,19354,1800.0
17,0,19514,1800.0
17,0,19825,1800.0
17,0,20182,1800.0
17,0,214,1800.0
17,0,215,1800.0
17,0,22300,1800.0
17,0,22894,1800.0
17,0,22903,1800.0
17,0,2596,1804.4
17,0,639,1800.0
17,0,858,1800.0
17,0,859,1800.0
17,0,913,1800.0
17,0,916,1800.0
17,0,917,1800.0
17,0,919,1800.0
17,0,920,1800.0
17,0,944,1800.0
17,1,1525,1800.0
17,1,1526,1800.0
17,1,1528,1800.0
17,1,1529,1800.0
17,1,1540,1800.0
17,1,1553,1800.0
17,1,1554,1800.0
17,1,1556,1800.0
17,1,1557,1800.0
17,1,15952,1800.0
17,1,1705,1800.0
17,1,1706,1800.0
17,1,1707,1800.0
17,1,1708,1800.0
17,1,1709,1800.0
17,1,1710,1800.0
17,1,1717,1800.0
17,1,1719,1800.0
17,1,1720,1800.0
17,1,1721,1800.0
17,1,174,1800.0
17,1,175,1800.0
17,1,18308,1800.0
17,1,1854,1800.0
17,1,1855,1800.0
17,1,1857,1800.0
17,1,1858,1800.0
17,1,1861,1800.0
17,1,1862,1800.0
17,1,1863,1800.0
17,1,1864,1800.0
17,1,1911,1800.0
17,1,19349,1800.0
17,1,19350,1800.0
17,1,19351,1800.0
17,1,1975,1800.0
17,1,19825,1800.0
17,1,20182,1800.0
17,1,21329,1800.0
17,1,21330,1800.0
17,1,22825,1800.0
17,1,572,1800.0
17,1,573,1800.0
17,1,574,1800.0
17,1,625,1800.0
17,1,626,1800.0
17,1,627,1800.0
17,1,798,1800.0
17,1,799,1800.0
17,1,802,1800.0
17,1,803,1800.0
17,1,853,1800.0
17,1,860,1800.0
18,0,1418,2400.0
18,0,16086,2400.0
18,0,1702,2400.0
18,0,1704,2400.0
18,0,1725,2400.0
18,0,1726,2400.0
18,0,1727,2400.0
18,0,1728,2400.0
18,0,1729,2400.0
18,0,1730,2400.0
18,0,1731,2400.0
18,0,1733,2400.0
18,0,1735,2400.0
18,0,1737,2400.0
18,0,1738,2400.0
18,0,1739,2400.0
18,0,1740,2400.0
18,0,1742,2400.0
18,0,18276,2400.0
18,0,18289,2400.0
18,0,19884,2400.0
18,0,20390,2400.0
18,0,22823,2400.0
18,0,56,2400.0
18,0,57,2400.0
18,0,59,2400.0
18,0,60,2400.0
18,1,1702,2400.0
18,1,1704,2400.0
18,1,1705,2400.0
18,1,1706,2400.0
18,1,1707,2400.0
18,1,1708,2400.0
18,1,1709,2400.0
18,1,1710,2400.0
18,1,1719,2400.0
18,1,1720,2400.0
18,1,1721,2400.0
18,1,1722,2400.0
18,1,1723,2400.0
18,1,18275,2400.0
18,1,19884,2400.0
18,1,20381,2400.0
18,1,5,2400.0
18,1,6,2400.0
18,1,7,2400.0
18,1,8,2400.0
19L,1,1259,1780.0
19L,1,1260,1780.0
19L,1,1262,1785.0
19L,1,1264,1785.0
19L,1,1267,1785.0
19L,1,1269,1785.0
19L,1,1271,1785.0
19L,1,1502,1798.75
19L,1,1518,1785.0
19L,1,1519,1785.0
19L,1,1577,1780.0
19L,1,1578,1780.0
19L,1,1579,1780.0
19L,1,1580,1780.0
19L,1,1581,1780.0
19L,1,1582,1780.0
19L,1,15946,1800.0
19L,1,1658,1785.0
19L,1,1659,1785.0
19L,1,1660,1785.0
19L,1,1664,1800.0
